order_item_id,order_id,product_id,quantity,unit_price
213,72,120,3,197.94
214,72,68,2,516.71
215,73,15,5,372.05
216,73,40,3,286.23
217,73,59,1,421.7
218,74,42,5,101.17
219,74,144,3,563.42
220,75,101,3,148.93
221,75,87,2,219.31
222,75,47,2,582.59
223,75,115,2,173.98
224,76,134,5,266.56
225,76,40,2,286.23
226,77,35,1,330.21
227,78,85,5,64.37
228,78,103,1,349.59
229,79,53,2,145.79
230,79,3,1,404.88
231,80,51,4,235.07
232,80,65,4,43.46
233,81,18,4,77.43
234,81,188,4,374.71
235,81,178,3,349.05
236,81,32,1,200.04
237,82,110,5,132.92
238,82,37,5,538.33
239,82,199,3,308.38
240,82,123,3,330.49
241,83,192,2,303.95
242,83,15,3,372.05
243,84,54,2,35.45
244,84,15,2,372.05
245,84,21,5,79.04
246,85,198,1,223.99
247,85,67,2,86.14
248,85,125,3,284.82
249,85,44,2,474.36
250,85,61,1,100.74
251,86,139,4,135.21
252,86,76,1,30.1
253,87,190,2,133.88
254,87,198,2,223.99
255,87,5,2,111.66
256,87,24,3,142.48
257,87,117,1,119.68
258,88,15,4,372.05
259,88,113,3,124.73
260,88,185,5,487.43
261,89,187,4,324.95
262,89,199,3,308.38
263,89,27,3,341.09
264,89,122,4,130.41
265,90,160,5,20.63
266,91,68,4,516.71
267,91,13,3,40.16
268,92,59,4,421.7
269,92,138,2,318.68
270,92,113,3,124.73
271,92,40,5,286.23
272,92,174,1,191.18
273,93,40,5,286.23
274,93,82,1,282.58
275,94,177,5,41.89
276,94,88,3,384.78
277,94,99,3,78.89
278,94,101,5,148.93
279,94,195,2,208.26
280,95,125,2,284.82
281,95,64,4,472.34
282,96,197,1,56.22
283,96,20,1,232.19
284,96,48,1,319.6
285,96,26,1,58.7
286,96,34,5,246.77
287,97,132,3,273.02
288,97,11,5,430.48
289,97,61,4,100.74
290,97,179,5,220.51
291,98,172,1,430.82
292,99,13,1,40.16
293,99,125,2,284.82
294,99,75,5,36.16
295,99,178,2,349.05
296,100,27,5,341.09
297,100,151,3,61.37
298,100,159,3,202.82
299,101,154,1,100.44
300,101,82,4,282.58
301,102,45,2,68.19
302,103,127,3,407.41
303,103,100,2,319.15
304,104,143,2,264.23
305,104,117,2,119.68
306,105,93,3,113.11
307,106,37,4,538.33
308,106,29,2,182.94
309,107,174,5,191.18
310,107,83,4,14.89
311,107,176,2,292.66
312,107,67,2,86.14
313,108,178,5,349.05
314,109,52,3,14.53
315,109,75,3,36.16
316,110,5,4,111.66
317,110,79,5,215.46
318,110,129,5,136.72
319,110,133,5,68.09
320,111,4,1,200.28
321,111,70,2,520.18
322,111,119,1,307.6
323,112,158,5,298.57
324,112,175,3,93.54
325,112,97,1,260.06
326,113,197,4,56.22
327,113,81,3,112.67
328,113,49,5,215.8
329,113,175,2,93.54
330,113,115,4,173.98
331,114,163,5,314.36
332,114,169,3,256.85
333,114,54,4,35.45
334,114,41,2,547.72
335,115,48,4,319.6
336,115,116,3,338.18
337,115,128,2,240.38
338,116,92,2,145.31
339,116,146,1,349.99
340,117,21,1,79.04
341,117,103,2,349.59
342,117,90,5,343.43
343,117,139,2,135.21
344,118,168,3,93.42
345,119,186,1,192.91
346,119,41,1,547.72
347,119,39,3,94.03
348,119,152,4,245.22
349,119,74,2,38.04
350,120,39,5,94.03
351,121,81,5,112.67
352,121,194,4,214.77
353,121,171,2,463.0
354,122,63,2,159.4
355,122,119,4,307.6
356,122,172,2,430.82
357,122,185,5,487.43
358,123,171,1,463.0
359,123,196,4,271.04
360,123,47,4,582.59
361,124,86,3,384.29
362,125,132,3,273.02
363,125,7,1,118.44
364,125,166,2,96.22
365,125,172,2,430.82
366,125,142,1,27.66
367,126,168,1,93.42
368,126,138,1,318.68
369,127,147,2,436.62
370,127,137,1,219.02
371,127,58,1,164.63
372,128,39,2,94.03
373,128,25,1,108.42
374,129,192,1,303.95
375,129,76,3,30.1
376,129,131,5,293.36
377,130,112,4,207.15
378,130,140,5,521.79
379,131,103,5,349.59
380,131,77,1,252.54
381,131,3,5,404.88
382,131,27,3,341.09
383,132,143,4,264.23
384,132,138,3,318.68
385,132,15,3,372.05
386,133,173,1,75.55
387,133,1,4,215.01
388,134,146,4,349.99
389,134,129,4,136.72
390,135,123,4,330.49
391,135,63,4,159.4
392,135,81,3,112.67
393,135,134,4,266.56
394,135,84,3,35.71
395,136,153,4,160.01
396,137,56,2,120.51
397,137,76,1,30.1
398,138,37,1,538.33
399,138,184,2,45.47
400,138,112,2,207.15
401,138,38,1,361.94
402,138,46,3,164.14
403,139,12,3,357.17
404,140,157,5,440.66
405,140,65,2,43.46
406,141,73,4,286.55
407,142,146,4,349.99
408,142,198,5,223.99
409,142,180,4,344.64
410,142,29,2,182.94
411,142,24,4,142.48
412,143,157,5,440.66
413,143,153,1,160.01
414,143,72,2,71.09
415,143,148,5,370.9
416,143,177,2,41.89
417,144,189,5,272.36
418,145,15,2,372.05
419,146,109,2,157.97
420,146,105,1,535.75
421,146,6,1,307.71
422,146,189,1,272.36
423,147,51,5,235.07
424,147,192,3,303.95
425,147,42,2,101.17
426,148,102,1,508.02
427,148,49,3,215.8
428,148,25,2,108.42
429,148,1,3,215.01
430,148,83,2,14.89
431,149,61,5,100.74
432,149,141,2,305.82
433,149,182,4,395.98
434,149,1,5,215.01
435,149,91,2,488.53
436,150,197,5,56.22
437,150,157,4,440.66
438,150,16,2,502.0
439,150,116,4,338.18
440,150,102,4,508.02
441,151,59,5,421.7
442,151,46,2,164.14
443,152,157,4,440.66
444,152,99,4,78.89
445,152,173,1,75.55
446,152,53,5,145.79
447,152,55,3,83.86
448,153,162,5,476.08
449,154,46,2,164.14
450,154,102,4,508.02
451,154,117,5,119.68
452,154,27,3,341.09
453,155,1,1,215.01
454,156,40,5,286.23
455,156,170,2,82.84
456,157,58,5,164.63
457,157,184,2,45.47
458,158,173,5,75.55
459,159,188,5,374.71
460,159,58,1,164.63
461,159,90,5,343.43
462,159,48,4,319.6
463,159,119,3,307.6
464,160,104,4,290.39
465,161,99,4,78.89
466,161,25,3,108.42
467,161,167,5,178.64
468,161,12,2,357.17
469,162,163,5,314.36
470,163,26,1,58.7
471,163,168,5,93.42
472,163,69,2,242.9
473,163,64,4,472.34
474,163,198,5,223.99
475,164,105,1,535.75
476,164,30,3,320.37
477,164,118,5,28.97
478,164,129,4,136.72
479,165,137,3,219.02
480,165,165,3,79.84
481,165,64,4,472.34
482,165,139,2,135.21
483,165,178,1,349.05
484,166,180,4,344.64
485,166,101,3,148.93
486,167,137,5,219.02
487,167,99,3,78.89
488,167,196,5,271.04
489,167,44,1,474.36
490,168,83,2,14.89
491,168,115,3,173.98
492,169,130,3,217.69
493,169,152,2,245.22
494,169,145,5,408.11
495,169,42,3,101.17
496,169,88,4,384.78
497,170,196,4,271.04
498,171,35,1,330.21
499,171,149,4,100.68
500,171,156,3,296.28
501,172,37,4,538.33
502,172,196,5,271.04
503,172,159,3,202.82
504,172,106,1,535.88
505,173,147,1,436.62
506,173,159,5,202.82
507,173,102,1,508.02
508,173,125,5,284.82
509,174,118,3,28.97
510,174,79,5,215.46
511,174,176,3,292.66
512,174,175,5,93.54
513,174,128,5,240.38
514,175,104,5,290.39
515,175,71,2,266.04
516,175,20,5,232.19
517,176,78,3,197.89
518,176,29,4,182.94
519,176,106,5,535.88
520,176,119,3,307.6
521,176,63,2,159.4
522,177,188,1,374.71
523,177,149,4,100.68
524,177,138,3,318.68
525,177,137,5,219.02
526,178,8,5,284.76
527,178,68,2,516.71
528,178,75,5,36.16
529,178,81,4,112.67
530,178,3,1,404.88
531,179,44,2,474.36
532,179,31,4,359.62
533,179,9,2,131.35
534,180,11,5,430.48
535,180,102,5,508.02
536,180,103,1,349.59
537,180,75,1,36.16
538,181,46,5,164.14
539,181,70,1,520.18
540,181,137,2,219.02
541,181,65,1,43.46
542,181,92,5,145.31
543,182,147,3,436.62
544,182,143,4,264.23
545,182,49,3,215.8
546,182,171,5,463.0
547,182,11,5,430.48
548,183,159,4,202.82
549,183,153,3,160.01
550,184,142,3,27.66
551,185,61,3,100.74
552,185,4,1,200.28
553,185,39,1,94.03
554,185,115,1,173.98
555,186,12,3,357.17
556,186,174,4,191.18
557,187,27,3,341.09
558,187,152,2,245.22
559,187,200,1,43.53
560,187,153,3,160.01
561,188,75,5,36.16
562,188,25,2,108.42
563,188,143,4,264.23
564,188,67,5,86.14
565,189,111,1,135.65
566,189,115,5,173.98
567,189,146,4,349.99
568,190,168,1,93.42
569,191,121,1,28.94
570,191,42,1,101.17
571,191,107,2,293.81
572,191,165,4,79.84
573,191,9,3,131.35
574,192,13,2,40.16
575,193,76,2,30.1
576,193,78,5,197.89
577,193,65,5,43.46
578,194,101,4,148.93
579,195,171,5,463.0
580,195,88,4,384.78
581,195,109,3,157.97
582,196,78,4,197.89
583,196,10,2,52.75
584,197,30,3,320.37
585,197,83,5,14.89
586,198,112,2,207.15
587,198,123,2,330.49
588,198,36,2,205.7
589,198,81,1,112.67
590,198,109,5,157.97
591,199,85,2,64.37
592,200,163,3,314.36
593,200,166,4,96.22
594,201,67,4,86.14
595,202,123,5,330.49
596,202,100,3,319.15
597,202,78,3,197.89
598,203,153,4,160.01
599,203,58,3,164.63
600,203,154,2,100.44
601,204,60,5,43.15
602,205,81,4,112.67
603,205,2,1,95.38
604,206,74,3,38.04
605,206,86,2,384.29
606,207,43,5,48.94
607,208,1,2,215.01
608,209,33,1,331.9
609,209,169,4,256.85
610,209,48,2,319.6
611,209,24,2,142.48
612,210,127,3,407.41
613,210,41,5,547.72
614,210,109,5,157.97
615,210,198,2,223.99
616,211,89,3,331.45
617,211,143,5,264.23
618,211,83,3,14.89
619,211,183,2,163.37
620,211,173,2,75.55
621,212,172,2,430.82
622,212,79,3,215.46
623,212,44,1,474.36
624,212,175,4,93.54
625,212,89,1,331.45
626,213,84,4,35.71
627,213,126,1,215.5
628,213,95,1,49.93
629,213,158,3,298.57
630,213,22,1,399.25
631,214,164,1,237.67
632,214,13,3,40.16
633,214,93,4,113.11
634,214,79,4,215.46
635,214,154,3,100.44
636,215,121,3,28.94
637,215,59,2,421.7
638,215,196,3,271.04
639,216,77,5,252.54
640,216,113,3,124.73
641,217,119,1,307.6
642,218,149,5,100.68
643,218,77,4,252.54
644,218,180,2,344.64
645,219,75,1,36.16
646,219,155,3,476.8
647,219,53,2,145.79
648,220,131,2,293.36
649,220,137,1,219.02
650,220,8,5,284.76
651,220,57,2,73.15
652,221,22,2,399.25
653,221,18,5,77.43
654,221,177,5,41.89
655,221,52,2,14.53
656,222,10,5,52.75
657,222,132,2,273.02
658,222,122,5,130.41
659,222,130,1,217.69
660,223,45,4,68.19
661,223,123,2,330.49
662,223,140,1,521.79
663,224,143,3,264.23
664,224,112,1,207.15
665,224,48,3,319.6
666,225,32,3,200.04
667,225,114,4,199.65
668,226,170,2,82.84
669,226,55,4,83.86
670,226,84,5,35.71
671,227,26,5,58.7
672,228,28,2,233.92
673,228,92,3,145.31
674,228,109,3,157.97
675,228,176,4,292.66
676,228,123,4,330.49
677,229,189,4,272.36
678,230,191,4,135.02
679,230,97,5,260.06
680,230,42,1,101.17
681,230,152,3,245.22
682,231,54,2,35.45
683,231,102,5,508.02
684,232,148,3,370.9
685,232,66,3,584.58
686,232,97,1,260.06
687,232,162,5,476.08
688,232,111,5,135.65
689,233,150,1,106.35
690,233,8,5,284.76
691,233,177,5,41.89
692,233,10,5,52.75
693,233,29,3,182.94
694,234,59,2,421.7
695,234,148,3,370.9
696,234,5,2,111.66
697,234,137,1,219.02
698,235,139,5,135.21
699,236,170,2,82.84
700,236,134,3,266.56
701,236,75,4,36.16
702,236,74,3,38.04
703,237,199,5,308.38
704,237,133,4,68.09
705,237,77,5,252.54
706,237,159,3,202.82
707,237,193,4,27.92
708,238,144,4,563.42
709,238,95,3,49.93
710,239,90,1,343.43
711,239,194,5,214.77
712,239,134,1,266.56
713,239,33,2,331.9
714,239,133,2,68.09
715,240,113,5,124.73
716,241,188,1,374.71
717,241,138,2,318.68
718,241,156,3,296.28
719,241,170,5,82.84
720,242,49,4,215.8
721,242,164,1,237.67
722,242,156,3,296.28
723,242,116,5,338.18
724,242,21,5,79.04
725,243,68,3,516.71
726,243,85,2,64.37
727,243,26,4,58.7
728,244,195,5,208.26
729,244,41,1,547.72
730,244,134,1,266.56
731,244,101,2,148.93
732,245,164,2,237.67
733,245,8,5,284.76
734,246,88,1,384.78
735,246,193,5,27.92
736,246,112,2,207.15
737,246,138,5,318.68
738,246,30,4,320.37
739,247,21,1,79.04
740,247,71,5,266.04
741,247,87,5,219.31
742,247,148,2,370.9
743,247,3,1,404.88
744,248,120,3,197.94
745,248,148,2,370.9
746,248,13,5,40.16
747,248,95,4,49.93
748,249,150,1,106.35
749,249,54,3,35.45
750,249,57,5,73.15
751,249,96,5,26.86
752,250,194,4,214.77
753,251,197,3,56.22
754,252,33,4,331.9
755,252,173,1,75.55
756,253,32,5,200.04
757,254,150,1,106.35
758,254,21,2,79.04
759,255,33,3,331.9
760,255,147,3,436.62
761,255,122,1,130.41
762,255,79,2,215.46
763,255,35,4,330.21
764,256,147,1,436.62
765,257,84,1,35.71
766,257,137,1,219.02
767,257,26,3,58.7
768,257,129,3,136.72
769,257,184,1,45.47
770,258,77,4,252.54
771,258,55,2,83.86
772,259,18,4,77.43
773,259,88,2,384.78
774,259,179,4,220.51
775,259,136,4,343.91
776,260,113,2,124.73
777,260,21,3,79.04
778,261,185,2,487.43
779,261,154,3,100.44
780,261,103,2,349.59
781,261,146,5,349.99
782,261,63,1,159.4
783,262,161,3,421.14
784,263,83,3,14.89
785,263,193,4,27.92
786,263,111,2,135.65
787,263,24,1,142.48
788,263,94,3,206.3
789,264,97,5,260.06
790,264,62,2,59.8
791,264,150,3,106.35
792,264,125,3,284.82
793,265,26,4,58.7
794,266,64,5,472.34
795,266,101,1,148.93
796,266,174,2,191.18
797,267,62,1,59.8
798,267,121,2,28.94
799,267,125,5,284.82
800,267,47,5,582.59
801,267,117,4,119.68
802,268,105,3,535.75
803,268,2,2,95.38
804,268,88,5,384.78
805,268,64,1,472.34
806,269,66,4,584.58
807,269,18,1,77.43
808,269,181,1,66.74
809,269,175,1,93.54
810,270,179,3,220.51
811,270,119,5,307.6
812,270,83,3,14.89
813,270,163,4,314.36
814,270,53,3,145.79
815,271,96,1,26.86
816,272,49,5,215.8
817,273,1,3,215.01
818,273,35,2,330.21
819,273,126,4,215.5
820,273,55,4,83.86
821,273,3,2,404.88
822,274,35,3,330.21
823,274,131,3,293.36
824,274,27,4,341.09
825,274,68,1,516.71
826,275,194,2,214.77
827,275,149,1,100.68
828,275,59,5,421.7
829,275,152,4,245.22
830,275,82,5,282.58
831,276,108,4,352.85
832,277,67,5,86.14
833,277,178,1,349.05
834,277,194,5,214.77
835,277,169,2,256.85
836,278,130,3,217.69
837,278,138,5,318.68
838,279,117,3,119.68
839,279,196,1,271.04
840,279,70,2,520.18
841,279,82,3,282.58
842,279,194,5,214.77
843,280,35,3,330.21
844,280,126,2,215.5
845,280,32,1,200.04
846,280,117,4,119.68
847,281,144,3,563.42
848,281,31,1,359.62
849,281,28,2,233.92
850,281,194,3,214.77
851,281,99,2,78.89
852,282,129,4,136.72
853,282,195,2,208.26
854,282,134,5,266.56
855,282,17,4,150.79
856,282,130,4,217.69
857,283,132,2,273.02
858,283,57,2,73.15
859,283,188,4,374.71
860,284,195,1,208.26
861,284,122,3,130.41
862,284,116,1,338.18
863,285,184,5,45.47
864,285,3,1,404.88
865,286,29,4,182.94
866,286,90,1,343.43
867,286,50,2,90.51
868,286,132,5,273.02
869,286,164,2,237.67
870,287,35,1,330.21
871,287,90,3,343.43
872,287,68,1,516.71
873,287,43,2,48.94
874,288,22,1,399.25
875,288,157,3,440.66
876,289,119,3,307.6
877,289,35,1,330.21
878,289,2,1,95.38
879,289,69,1,242.9
880,290,177,1,41.89
881,290,152,5,245.22
882,290,181,2,66.74
883,290,70,2,520.18
884,291,96,5,26.86
885,291,200,1,43.53
886,291,62,1,59.8
887,292,124,2,301.09
888,292,183,2,163.37
889,292,158,3,298.57
890,292,80,5,361.56
891,292,26,4,58.7
892,293,151,5,61.37
893,294,39,5,94.03
894,294,191,4,135.02
895,294,100,2,319.15
896,294,66,2,584.58
897,295,96,4,26.86
898,295,21,3,79.04
899,296,48,1,319.6
900,296,75,3,36.16
901,297,45,1,68.19
902,297,108,1,352.85
903,298,160,4,20.63
904,298,14,5,314.21
905,298,10,4,52.75
906,298,50,1,90.51
907,298,79,4,215.46
908,299,13,1,40.16
909,299,122,2,130.41
910,300,103,1,349.59
911,300,115,2,173.98
912,300,178,1,349.05
913,300,168,1,93.42
914,300,44,5,474.36
915,301,200,4,43.53
916,301,61,2,100.74
917,301,101,1,148.93
918,302,93,1,113.11
919,302,51,1,235.07
920,302,105,3,535.75
921,302,140,4,521.79
922,302,150,4,106.35
923,303,81,2,112.67
924,303,8,2,284.76
925,303,16,3,502.0
926,303,25,5,108.42
927,303,127,1,407.41
928,304,119,2,307.6
929,305,119,1,307.6
930,305,23,4,81.81
931,305,49,2,215.8
932,305,193,2,27.92
933,305,200,1,43.53
934,306,53,5,145.79
935,307,145,4,408.11
936,307,11,1,430.48
937,307,191,4,135.02
938,307,131,4,293.36
939,308,48,1,319.6
940,308,31,3,359.62
941,309,182,4,395.98
942,309,199,1,308.38
943,309,72,4,71.09
944,310,146,2,349.99
945,311,18,3,77.43
946,311,122,2,130.41
947,311,2,4,95.38
948,311,117,1,119.68
949,311,66,2,584.58
950,312,195,3,208.26
951,312,78,2,197.89
952,313,93,1,113.11
953,313,37,4,538.33
954,314,37,3,538.33
955,315,55,3,83.86
956,315,151,1,61.37
957,316,188,1,374.71
958,316,171,5,463.0
959,317,79,4,215.46
960,317,190,2,133.88
961,317,115,4,173.98
962,318,6,3,307.71
963,318,54,3,35.45
964,318,173,1,75.55
965,318,47,2,582.59
966,318,108,2,352.85
967,319,105,5,535.75
968,319,21,3,79.04
969,319,167,5,178.64
970,319,120,1,197.94
971,320,70,3,520.18
972,320,89,5,331.45
973,321,90,1,343.43
974,321,29,1,182.94
975,321,98,5,254.14
976,321,10,1,52.75
977,321,34,3,246.77
978,322,149,4,100.68
979,322,24,3,142.48
980,322,44,5,474.36
981,322,111,5,135.65
982,322,139,4,135.21
983,323,123,5,330.49
984,323,143,4,264.23
985,323,110,2,132.92
986,324,119,1,307.6
987,324,98,1,254.14
988,325,135,1,55.71
989,325,69,5,242.9
990,325,80,2,361.56
991,325,117,4,119.68
992,325,67,5,86.14
993,326,145,1,408.11
994,327,9,2,131.35
995,327,126,1,215.5
996,327,75,4,36.16
997,327,159,3,202.82
998,327,146,1,349.99
999,328,104,5,290.39
1000,329,197,2,56.22
1001,329,52,2,14.53
1002,329,101,3,148.93
1003,329,156,2,296.28
1004,329,187,3,324.95
1005,330,69,1,242.9
1006,330,131,5,293.36
1007,330,112,2,207.15
1008,330,70,1,520.18
1009,330,115,2,173.98
1010,331,136,2,343.91
1011,331,106,2,535.88
1012,331,82,1,282.58
1013,331,71,2,266.04
1014,331,111,1,135.65
1015,332,52,4,14.53
1016,332,191,2,135.02
1017,333,92,3,145.31
1018,334,54,2,35.45
1019,335,16,1,502.0
1020,336,141,5,305.82
1021,337,64,4,472.34
1022,337,75,4,36.16
1023,337,191,2,135.02
1024,337,183,5,163.37
1025,338,157,1,440.66
1026,339,133,5,68.09
1027,340,197,3,56.22
1028,340,200,1,43.53
1029,340,146,4,349.99
1030,340,24,1,142.48
1031,340,32,1,200.04
1032,341,24,2,142.48
1033,341,99,2,78.89
1034,341,146,2,349.99
1035,341,193,4,27.92
1036,341,190,2,133.88
1037,342,190,5,133.88
1038,342,149,4,100.68
1039,342,173,5,75.55
1040,342,137,1,219.02
1041,343,3,3,404.88
1042,343,139,5,135.21
1043,343,188,1,374.71
1044,343,87,5,219.31
1045,344,123,1,330.49
1046,344,67,1,86.14
1047,344,100,1,319.15
1048,344,63,5,159.4
1049,345,132,4,273.02
1050,345,71,1,266.04
1051,345,176,1,292.66
1052,345,57,2,73.15
1053,345,64,4,472.34
1054,346,25,5,108.42
1055,347,82,1,282.58
1056,348,143,3,264.23
1057,348,166,5,96.22
1058,348,95,2,49.93
1059,348,178,5,349.05
1060,348,67,3,86.14
1061,349,5,3,111.66
1062,349,49,1,215.8
1063,350,93,2,113.11
1064,351,196,4,271.04
1065,351,62,4,59.8
1066,351,72,1,71.09
1067,352,83,5,14.89
1068,352,97,3,260.06
1069,352,148,3,370.9
1070,352,156,5,296.28
1071,353,104,2,290.39
1072,353,111,1,135.65
1073,353,114,1,199.65
1074,354,141,2,305.82
1075,355,165,2,79.84
1076,355,185,5,487.43
1077,355,5,1,111.66
1078,356,39,4,94.03
1079,356,36,5,205.7
1080,356,168,3,93.42
1081,356,57,1,73.15
1082,356,132,2,273.02
1083,357,37,5,538.33
1084,357,9,1,131.35
1085,357,136,4,343.91
1086,357,89,3,331.45
1087,358,35,3,330.21
1088,358,120,2,197.94
1089,358,59,4,421.7
1090,359,41,4,547.72
1091,359,57,1,73.15
1092,359,89,1,331.45
1093,360,23,1,81.81
1094,360,41,5,547.72
1095,360,159,2,202.82
1096,361,180,4,344.64
1097,361,85,1,64.37
1098,361,28,2,233.92
1099,361,141,3,305.82
1100,361,30,3,320.37
1101,362,5,1,111.66
1102,362,74,1,38.04
1103,362,171,4,463.0
1104,362,102,5,508.02
1105,362,30,2,320.37
1106,363,15,4,372.05
1107,363,68,4,516.71
1108,364,14,1,314.21
1109,365,144,5,563.42
1110,365,63,2,159.4
1111,366,23,2,81.81
1112,366,8,2,284.76
1113,366,186,2,192.91
1114,366,191,5,135.02
1115,367,18,1,77.43
1116,367,90,3,343.43
1117,367,23,5,81.81
1118,367,33,3,331.9
1119,368,128,4,240.38
1120,369,193,3,27.92
1121,369,84,3,35.71
1122,369,58,4,164.63
1123,369,198,1,223.99
1124,370,168,4,93.42
1125,370,46,4,164.14
1126,370,37,2,538.33
1127,371,99,5,78.89
1128,371,7,1,118.44
1129,371,28,3,233.92
1130,372,2,4,95.38
1131,372,94,2,206.3
1132,373,126,2,215.5
1133,373,39,3,94.03
1134,373,67,5,86.14
1135,374,22,2,399.25
1136,374,126,2,215.5
1137,374,105,3,535.75
1138,374,137,1,219.02
1139,375,118,2,28.97
1140,375,172,4,430.82
1141,376,1,4,215.01
1142,376,131,3,293.36
1143,376,101,4,148.93
1144,376,108,2,352.85
1145,377,71,5,266.04
1146,377,20,4,232.19
1147,378,140,5,521.79
1148,378,114,3,199.65
1149,378,131,4,293.36
1150,378,70,4,520.18
